,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
136,BYU,2023-12-12,2025-11-10,699,Tuesday,24580,GBP,68468,499998,7811,0.136936547746191,0.11408249109072852,0.015622062488249953,40-55,M,avelazquez,kwilliams@example.net,Richard Brewer,M,55
137,AKX,2025-03-25,2026-06-28,460,Tuesday,990665,GBP,37161,500001,184739,0.07432185135629729,4.97131401200183,0.3694772610454779,45-65,F,avelazquez,kwilliams@example.net,Richard Brewer,M,55
138,GRZ,2024-02-21,2025-07-12,507,Wednesday,202719,EUR,68544,499999,138930,0.13708827417654834,2.0268732492997197,0.27786055572111146,25-50,A,tracysmith,vwatkins@example.org,Sean Conner,M,32
139,AKX,2024-01-27,2025-11-13,656,Saturday,761597,EUR,15931,500003,726891,0.03186180882914703,45.627455903584206,1.4537732773603358,25-35,A,tracysmith,vwatkins@example.org,Sean Conner,M,32
140,BYU,2025-04-14,2026-08-29,502,Monday,379691,GBP,16290,499996,167553,0.032580260642085135,10.285635359116021,0.33510868086944695,45-65,F,tracysmith,vwatkins@example.org,Sean Conner,M,32
141,GRZ,2024-09-30,2026-03-08,524,Monday,873994,GBP,19731,499994,667789,0.039462473549682596,33.844660686229794,1.3355940271283255,40-65,M,tracysmith,vwatkins@example.org,Sean Conner,M,32
142,BYU,2024-05-30,2025-01-28,243,Thursday,787646,EUR,22511,499998,624002,0.04502218008872035,27.719870285638134,1.248008992035968,45-60,M,idillon,charles46@example.com,Daniel Walters,M,68
143,BYU,2023-09-12,2025-04-17,583,Tuesday,781095,USD,36780,499997,384242,0.07356044136264818,10.447036432843937,0.7684886109316655,45-65,A,idillon,charles46@example.com,Daniel Walters,M,68
144,GRZ,2023-08-20,2025-06-25,675,Sunday,782888,GBP,60928,500001,491309,0.12185575628848742,8.063763786764707,0.9826160347679305,45-70,F,idillon,charles46@example.com,Daniel Walters,M,68
145,KTR,2023-09-25,2025-09-05,711,Monday,173337,USD,21992,499999,100048,0.04398408796817593,4.5492906511458715,0.2000964001928004,35-50,M,idillon,charles46@example.com,Daniel Walters,M,68
146,KTR,2024-01-23,2024-09-28,249,Tuesday,466329,GBP,5050,499998,219471,0.010100040400161601,43.45960396039604,0.4389437557750231,20-40,M,idillon,charles46@example.com,Daniel Walters,M,68
147,KTR,2024-10-31,2026-01-28,454,Thursday,632437,EUR,62497,500000,322744,0.124994,5.164151879290206,0.645488,20-30,F,idillon,charles46@example.com,Daniel Walters,M,68
148,GRZ,2024-03-24,2025-07-28,491,Sunday,983219,EUR,60237,500001,852463,0.1204737590524819,14.151816989557913,1.7049225901548197,45-55,M,idillon,charles46@example.com,Daniel Walters,M,68
149,AKX,2024-08-24,2025-05-23,272,Saturday,957555,USD,24279,499999,647132,0.04855809711619423,26.653980806458257,1.294266588533177,25-50,M,stephaniegonzalez,anthony76@example.net,Lisa Thompson,F,42
150,GRZ,2024-01-10,2024-12-02,327,Wednesday,504258,EUR,37635,500000,190361,0.07527,5.058084230104956,0.380722,25-50,A,stephaniegonzalez,anthony76@example.net,Lisa Thompson,F,42
151,GRZ,2023-09-18,2024-06-07,263,Monday,230427,EUR,49835,499999,62590,0.09967019934039868,1.2559446172368818,0.12518025036050073,35-55,A,stephaniegonzalez,anthony76@example.net,Lisa Thompson,F,42
152,KTR,2025-01-22,2026-05-15,478,Wednesday,596678,USD,42942,499996,348549,0.08588468707749662,8.116738857063016,0.6971035768286147,20-30,M,stephaniegonzalez,anthony76@example.net,Lisa Thompson,F,42
153,KTR,2023-10-16,2024-03-29,165,Monday,241800,USD,22804,499999,153180,0.04560809121618243,6.71724258901947,0.30636061272122544,40-45,F,stephaniegonzalez,anthony76@example.net,Lisa Thompson,F,42
154,GRZ,2023-11-27,2024-12-09,378,Monday,141080,EUR,57074,499996,126715,0.11414891319130553,2.2201878263307284,0.2534320274562197,30-55,A,stephaniegonzalez,anthony76@example.net,Lisa Thompson,F,42
155,BYU,2025-06-14,2025-07-20,36,Saturday,659269,USD,76097,499998,311590,0.1521946087784351,4.094642364350763,0.623182492729971,20-25,A,stephaniegonzalez,anthony76@example.net,Lisa Thompson,F,42
156,BYU,2024-02-18,2025-04-07,414,Sunday,15863,GBP,34651,500002,14065,0.06930172279310882,0.4059045914980809,0.02812988748045008,35-55,A,jaclynhodges,pbrown@example.com,Jermaine Mccann,M,53
157,GRZ,2023-12-27,2025-12-13,717,Wednesday,982323,EUR,71093,500000,490920,0.142186,6.905321198992868,0.98184,25-30,A,jaclynhodges,pbrown@example.com,Jermaine Mccann,M,53
158,AKX,2025-03-01,2026-01-21,326,Saturday,516520,EUR,14528,500005,200548,0.029055709442905572,13.804240088105727,0.4010919890801092,25-50,M,jaclynhodges,pbrown@example.com,Jermaine Mccann,M,53
159,KTR,2025-06-26,2026-09-14,445,Thursday,25334,EUR,7595,500003,15252,0.015189908860546837,2.0081632653061225,0.030503816977098138,35-40,M,jaclynhodges,pbrown@example.com,Jermaine Mccann,M,53
160,AKX,2024-04-25,2024-10-29,187,Thursday,639169,GBP,11160,499997,490638,0.022320133920803526,43.96397849462365,0.9812818876913262,25-40,A,jaclynhodges,pbrown@example.com,Jermaine Mccann,M,53
161,BYU,2024-06-20,2024-06-29,9,Thursday,92323,GBP,18102,499997,86057,0.03620421722530335,4.754005082311346,0.17211503269019615,45-70,F,jaclynhodges,pbrown@example.com,Jermaine Mccann,M,53
162,BYU,2024-09-14,2025-10-18,399,Saturday,689584,USD,55730,500001,576416,0.11145977708044584,10.34301094563072,1.1528296943406113,45-65,F,jaclynhodges,pbrown@example.com,Jermaine Mccann,M,53
163,GRZ,2024-06-23,2024-07-04,11,Sunday,814952,EUR,49222,499998,591483,0.0984443937775751,12.016638901304296,1.1829707318829275,20-25,F,jaclynhodges,pbrown@example.com,Jermaine Mccann,M,53
164,GRZ,2024-08-31,2026-08-11,710,Saturday,71545,USD,17171,499996,4636,0.034342274738197905,0.26999009958651216,0.009272074176593413,40-45,F,rodgersmelissa,rogerschristina@example.org,Kelly Moody,F,31
165,AKX,2024-03-16,2025-06-21,462,Saturday,537942,GBP,54827,500000,37363,0.109654,0.6814708081784522,0.074726,25-45,M,rodgersmelissa,rogerschristina@example.org,Kelly Moody,F,31
166,AKX,2025-02-06,2025-02-22,16,Thursday,394210,GBP,52989,500000,266936,0.105978,5.037573836079186,0.533872,45-70,A,rodgersmelissa,rogerschristina@example.org,Kelly Moody,F,31
167,AKX,2023-08-19,2024-08-21,368,Saturday,568310,GBP,1517,499997,39667,0.0030340182041092246,26.148319050758076,0.07933447600685604,25-45,M,rodgersmelissa,rogerschristina@example.org,Kelly Moody,F,31
168,AKX,2024-04-26,2025-05-25,394,Friday,166079,GBP,66152,500002,121088,0.13230347078611684,1.8304510823557867,0.2421750312998748,25-45,F,rodgersmelissa,rogerschristina@example.org,Kelly Moody,F,31
169,GRZ,2025-06-29,2027-06-03,704,Sunday,252841,EUR,62057,499995,215434,0.12411524115241153,3.4715503488728103,0.43087230872308724,25-30,F,rodgersmelissa,rogerschristina@example.org,Kelly Moody,F,31
170,BYU,2024-05-04,2024-07-20,77,Saturday,915271,USD,56003,499998,838398,0.1120064480257921,14.970590861203863,1.676802707210829,45-70,M,rodgersmelissa,rogerschristina@example.org,Kelly Moody,F,31
171,KTR,2024-01-19,2024-04-08,80,Friday,861182,EUR,31053,499995,212749,0.06210662106621066,6.851157698129005,0.42550225502255024,35-45,F,rodgersmelissa,rogerschristina@example.org,Kelly Moody,F,31
172,KTR,2024-09-25,2025-12-25,456,Wednesday,711687,GBP,34932,500000,107386,0.069864,3.074144051299668,0.214772,30-45,A,jacobsroy,gregorymartinez@example.com,Sharon Mitchell,F,32
173,AKX,2023-08-12,2024-05-02,264,Saturday,404230,EUR,17592,499998,23531,0.035184140736562945,1.3375966348340154,0.047062188248752995,25-40,A,jacobsroy,gregorymartinez@example.com,Sharon Mitchell,F,32
174,GRZ,2025-06-29,2026-11-17,506,Sunday,761218,EUR,40288,500000,292087,0.080576,7.249975178713265,0.584174,45-60,M,jacobsroy,gregorymartinez@example.com,Sharon Mitchell,F,32
175,KTR,2025-07-14,2027-06-27,713,Monday,814750,USD,22622,500001,728405,0.04524390951218098,32.198965608699496,1.4568070863858271,45-65,A,jacobsroy,gregorymartinez@example.com,Sharon Mitchell,F,32
176,AKX,2024-08-22,2024-09-25,34,Thursday,655094,GBP,50993,500001,76467,0.10198579602840795,1.499558762967466,0.15293369413261174,30-45,A,jacobsroy,gregorymartinez@example.com,Sharon Mitchell,F,32
177,BYU,2025-07-06,2027-02-24,598,Sunday,904657,GBP,54918,499999,537871,0.10983621967243934,9.794074802432718,1.075744151488303,35-50,F,jacobsroy,gregorymartinez@example.com,Sharon Mitchell,F,32
178,AKX,2024-02-17,2025-01-21,339,Saturday,860559,GBP,61174,500004,575870,0.1223470212238302,9.413639781606564,1.1517307861537107,40-55,M,jacobsroy,gregorymartinez@example.com,Sharon Mitchell,F,32
179,AKX,2024-07-18,2025-07-29,376,Thursday,275627,EUR,62223,499998,112512,0.12444649778599115,1.8082059688539607,0.2250249000996004,25-50,M,jacobsroy,gregorymartinez@example.com,Sharon Mitchell,F,32
180,BYU,2023-09-22,2025-01-15,481,Friday,317756,EUR,44912,500001,139032,0.0898238203523593,3.0956537228357677,0.27806344387311227,20-25,F,cindythomas,mason12@example.com,Peter Gilbert,O,47
181,BYU,2024-01-17,2024-07-11,176,Wednesday,88449,EUR,78025,500000,44606,0.15605,0.571688561358539,0.089212,35-40,A,cindythomas,mason12@example.com,Peter Gilbert,O,47
182,BYU,2025-05-21,2027-04-07,686,Wednesday,455348,GBP,76792,499999,439881,0.15358430716861435,5.728213876445463,0.8797637595275191,45-70,M,eric39,rachel09@example.org,Chelsea James,F,82
183,BYU,2024-09-26,2025-03-06,161,Thursday,726451,GBP,66307,500002,167945,0.13261346954612183,2.5328396700197566,0.33588865644537425,35-50,M,eric39,rachel09@example.org,Chelsea James,F,82
184,AKX,2025-02-11,2026-08-19,554,Tuesday,846180,GBP,96138,499998,407364,0.19227676910707642,4.237283904387443,0.8147312589250357,20-40,A,eric39,rachel09@example.org,Chelsea James,F,82
185,AKX,2023-12-03,2024-11-06,339,Sunday,994288,GBP,18633,499998,529132,0.03726614906459626,28.39757419631836,1.0582682330729323,30-45,M,qgreene,rwhite@example.com,Kevin Rodgers,M,82
186,GRZ,2025-03-05,2026-04-17,408,Wednesday,195627,EUR,28197,499999,149605,0.05639411278822558,5.305706280810015,0.29921059842119685,45-60,M,qgreene,rwhite@example.com,Kevin Rodgers,M,82
187,AKX,2024-11-23,2026-02-08,442,Saturday,417765,EUR,21480,499997,272824,0.04296025776154657,12.701303538175047,0.5456512739076435,45-50,F,qgreene,rwhite@example.com,Kevin Rodgers,M,82
188,BYU,2024-04-10,2024-10-06,179,Wednesday,845424,EUR,47127,500002,222926,0.09425362298550806,4.7303244424639805,0.4458502165991336,20-35,M,qgreene,rwhite@example.com,Kevin Rodgers,M,82
189,KTR,2024-10-21,2025-12-12,417,Monday,636311,USD,47536,499997,88614,0.09507257043542261,1.8641450690003365,0.17722906337438024,35-45,M,qgreene,rwhite@example.com,Kevin Rodgers,M,82
190,KTR,2024-03-14,2024-11-27,258,Thursday,779157,USD,45766,500000,68204,0.091532,1.4902766245684569,0.136408,30-55,M,qgreene,rwhite@example.com,Kevin Rodgers,M,82
191,AKX,2024-03-14,2024-04-22,39,Thursday,172517,USD,82622,499998,151009,0.1652446609786439,1.8277093268136815,0.3020192080768323,25-35,F,qgreene,rwhite@example.com,Kevin Rodgers,M,82
192,BYU,2024-12-07,2025-10-16,313,Saturday,630454,EUR,18460,500001,135774,0.03691992616014768,7.3550379198266524,0.2715474569050862,45-50,M,emoran,douglas76@example.org,Robert Leon,M,57
193,KTR,2024-05-27,2026-03-27,669,Monday,645511,GBP,37721,500001,634006,0.07544184911630177,16.807772858619867,1.268009463981072,25-30,M,emoran,douglas76@example.org,Robert Leon,M,57
194,GRZ,2023-10-12,2025-03-27,532,Thursday,574681,GBP,21650,500002,490123,0.043299826800692796,22.638475750577367,0.9802420790316839,40-55,M,emoran,douglas76@example.org,Robert Leon,M,57
195,BYU,2024-05-12,2025-05-20,373,Sunday,565574,USD,42813,500002,19021,0.08562565749737001,0.4442809427043188,0.038041847832608666,20-35,A,emoran,douglas76@example.org,Robert Leon,M,57
196,KTR,2025-06-16,2025-09-28,104,Monday,260582,EUR,73524,500004,183098,0.147046823625411,2.4903160872640226,0.36619307045543636,25-50,A,emoran,douglas76@example.org,Robert Leon,M,57
197,KTR,2023-09-17,2025-08-17,700,Sunday,614145,EUR,13578,500002,235260,0.027155891376434493,17.326557666813965,0.4705181179275283,30-55,F,ohernandez,abigail96@example.org,Mark Garcia,M,39
198,KTR,2025-03-16,2026-08-27,529,Sunday,783052,USD,1082,499999,500765,0.002164004328008656,462.81423290203327,1.001532003064006,35-50,F,ohernandez,abigail96@example.org,Mark Garcia,M,39
199,KTR,2025-06-12,2026-09-09,454,Thursday,923198,EUR,45436,499998,178526,0.09087236348945396,3.9291751034422044,0.35705342821371283,25-30,F,ohernandez,abigail96@example.org,Mark Garcia,M,39
200,BYU,2025-05-16,2026-07-28,438,Friday,926873,GBP,69388,500002,437946,0.1387754448982204,6.311552429814953,0.8758884964460142,30-55,A,ohernandez,abigail96@example.org,Mark Garcia,M,39
201,AKX,2024-07-06,2025-05-18,316,Saturday,409053,EUR,62703,499996,355192,0.12540700325602605,5.664673141635967,0.710389683117465,40-55,F,brianbrown,glynn@example.org,Jared Pace,M,49
202,BYU,2024-11-05,2025-09-18,317,Tuesday,741694,USD,56574,500004,657231,0.11314709482324141,11.617191642804116,1.314451484388125,40-45,A,brianbrown,glynn@example.org,Jared Pace,M,49
203,GRZ,2025-05-09,2026-06-14,401,Friday,236360,GBP,17951,499999,77574,0.03590207180414361,4.3214305609715336,0.1551483102966206,30-35,M,michelle56,ncarlson@example.com,Katherine Bell,F,23
204,KTR,2025-07-24,2027-06-23,699,Thursday,715709,EUR,42911,500002,435109,0.08582165671337315,10.139800983430822,0.8702145191419234,35-60,F,michelle56,ncarlson@example.com,Katherine Bell,F,23
205,GRZ,2025-02-26,2026-03-27,394,Wednesday,654211,EUR,36871,500000,385512,0.073742,10.455696889154078,0.771024,35-50,M,michelle56,ncarlson@example.com,Katherine Bell,F,23
206,AKX,2023-12-10,2024-03-31,112,Sunday,399561,EUR,67259,500001,194729,0.13451773096453806,2.8952110498223287,0.3894572210855578,40-45,F,michelle56,ncarlson@example.com,Katherine Bell,F,23
207,KTR,2024-06-04,2024-07-20,46,Tuesday,881368,GBP,27010,499999,81670,0.05402010804021608,3.0236949278045167,0.16334032668065337,30-55,A,hernandezallen,brenda97@example.com,Steven Huynh,M,41
208,BYU,2024-06-21,2025-04-25,308,Friday,19163,GBP,80528,499999,6473,0.16105632211264423,0.08038197893900258,0.012946025892051785,45-55,A,hernandezallen,brenda97@example.com,Steven Huynh,M,41
209,BYU,2024-11-21,2026-10-10,688,Thursday,771681,EUR,68700,499997,565515,0.13740082440494644,8.231659388646289,1.1310367862207173,35-40,A,hernandezallen,brenda97@example.com,Steven Huynh,M,41
210,AKX,2023-09-05,2024-06-23,292,Tuesday,563807,GBP,25770,499999,355525,0.05154010308020616,13.796080714008538,0.7110514221028442,35-40,F,umckinney,westes@example.net,Michael Cochran,O,76
211,GRZ,2023-08-06,2024-01-20,167,Sunday,345117,USD,51282,499999,154930,0.10256420512841026,3.021138021138021,0.30986061972123946,45-60,M,umckinney,westes@example.net,Michael Cochran,O,76
212,AKX,2024-08-22,2025-11-01,436,Thursday,313405,GBP,42502,500001,226772,0.08500382999234002,5.335560679497435,0.45354309291381417,35-60,A,umckinney,westes@example.net,Michael Cochran,O,76
213,GRZ,2025-05-30,2027-05-23,723,Friday,50605,EUR,38061,500002,20028,0.07612169551321794,0.5262079293765272,0.04005583977664089,35-55,A,umckinney,westes@example.net,Michael Cochran,O,76
214,KTR,2025-04-30,2026-12-20,599,Wednesday,615742,EUR,41377,499998,170543,0.08275433101732407,4.121685960799478,0.3410873643494574,25-45,A,umckinney,westes@example.net,Michael Cochran,O,76
215,GRZ,2025-01-05,2025-12-10,339,Sunday,940770,USD,45572,500004,297571,0.09114327085383317,6.529689282893004,0.5951372389020888,25-30,A,umckinney,westes@example.net,Michael Cochran,O,76
216,GRZ,2023-11-03,2024-01-21,79,Friday,95766,GBP,17737,500004,579,0.03547371621027032,0.0326436263178666,0.0011579907360741114,25-35,M,sanchezbrian,karenhunter@example.org,Kimberly Gross,F,76
217,KTR,2023-12-11,2024-05-31,172,Monday,335027,GBP,28960,500000,255841,0.05792,8.834288674033148,0.511682,20-25,F,sanchezbrian,karenhunter@example.org,Kimberly Gross,F,76
218,KTR,2023-08-31,2025-03-02,549,Thursday,62482,GBP,41885,500002,47040,0.08376966492134032,1.1230750865464965,0.09407962368150527,30-55,F,crose,jerrymurphy@example.net,Krystal Caldwell,F,58
219,AKX,2023-12-17,2024-05-27,162,Sunday,389425,USD,14432,500001,219,0.028863942272115455,0.015174611973392461,0.000437999124001752,45-60,M,crose,jerrymurphy@example.net,Krystal Caldwell,F,58
220,KTR,2025-06-08,2026-06-03,360,Sunday,912177,EUR,92971,499999,53604,0.18594237188474377,0.5765668864484624,0.10720821441642883,40-50,M,crose,jerrymurphy@example.net,Krystal Caldwell,F,58
221,KTR,2024-12-19,2026-11-23,704,Thursday,182468,EUR,58904,500002,125626,0.11780752876988491,2.132724432975689,0.25125099499602,20-30,A,crose,jerrymurphy@example.net,Krystal Caldwell,F,58
222,GRZ,2024-04-18,2025-02-12,300,Thursday,197808,EUR,77206,500000,122830,0.154412,1.5909385280936714,0.24566,35-55,M,crose,jerrymurphy@example.net,Krystal Caldwell,F,58
223,KTR,2024-07-29,2025-06-12,318,Monday,857860,EUR,17372,500001,162120,0.034743930512138976,9.332258807276077,0.32423935152129696,30-45,A,crose,jerrymurphy@example.net,Krystal Caldwell,F,58
224,KTR,2023-09-23,2025-06-27,643,Saturday,233430,USD,73268,499997,57648,0.14653687922127534,0.7868100671507343,0.11529669178015069,25-35,F,crose,jerrymurphy@example.net,Krystal Caldwell,F,58
225,KTR,2025-04-22,2026-07-07,441,Tuesday,973858,GBP,20906,499998,617174,0.04181216724866899,29.521381421601454,1.2343529374117497,35-45,M,perryjoseph,wsingleton@example.org,Dr. Michelle Young Jr.,O,78
226,BYU,2024-01-14,2025-06-12,515,Sunday,876250,USD,48585,500000,542601,0.09717,11.168076566841618,1.085202,30-50,F,perryjoseph,wsingleton@example.org,Dr. Michelle Young Jr.,O,78
227,BYU,2025-01-08,2027-01-01,723,Wednesday,368439,GBP,42023,499996,181534,0.08404667237337898,4.3198724508007516,0.36307090456723656,30-45,A,perryjoseph,wsingleton@example.org,Dr. Michelle Young Jr.,O,78
228,KTR,2025-07-14,2027-03-26,620,Monday,505631,EUR,68633,499999,301311,0.13726627453254905,4.390176737138112,0.6026232052464104,40-65,F,perryjoseph,wsingleton@example.org,Dr. Michelle Young Jr.,O,78
229,GRZ,2024-10-16,2025-08-28,316,Wednesday,30963,EUR,73611,499995,154,0.14722347223472235,0.0020920786295526485,0.0003080030800308003,25-35,A,istanton,lacey43@example.com,Andrew Reyes,O,68
230,KTR,2023-09-19,2025-04-08,567,Tuesday,42730,EUR,27412,499999,31694,0.054824109648219294,1.156208959579746,0.06338812677625355,25-45,F,istanton,lacey43@example.com,Andrew Reyes,O,68
231,BYU,2024-08-23,2024-10-06,44,Friday,504184,EUR,10808,499998,9093,0.021616086464345857,0.841321243523316,0.018186072744290977,45-60,M,istanton,lacey43@example.com,Andrew Reyes,O,68
232,AKX,2024-06-19,2026-03-02,621,Wednesday,608767,EUR,35056,499997,134737,0.07011242067452404,3.8434790050205385,0.26947561685370114,30-35,A,istanton,lacey43@example.com,Andrew Reyes,O,68
233,KTR,2023-12-24,2024-09-29,280,Sunday,926450,USD,26029,500001,660967,0.052057895884208234,25.39348419071036,1.3219313561372876,20-40,A,istanton,lacey43@example.com,Andrew Reyes,O,68
234,GRZ,2023-12-17,2025-02-21,432,Sunday,251856,EUR,19785,499999,72090,0.03957007914015828,3.643669446550417,0.14418028836057672,30-45,F,istanton,lacey43@example.com,Andrew Reyes,O,68
235,AKX,2025-04-14,2025-11-09,209,Monday,537247,EUR,20265,499996,374641,0.04053032424259394,18.487095978287687,0.7492879943039544,35-60,M,istanton,lacey43@example.com,Andrew Reyes,O,68
236,GRZ,2024-11-17,2026-11-04,717,Sunday,396146,GBP,47607,500001,44217,0.09521380957238086,0.9287919843720461,0.08843382313235373,40-45,A,istanton,lacey43@example.com,Andrew Reyes,O,68
237,KTR,2024-04-03,2025-10-06,551,Wednesday,63701,EUR,28452,500000,51629,0.056904,1.8146000281175312,0.103258,30-40,M,laurenallen,xcook@example.com,Jacqueline Harvey,F,28
238,BYU,2024-09-20,2026-08-21,700,Friday,190110,USD,29254,499998,140000,0.05850823403293613,4.7856703356805905,0.28000112000448,35-50,M,laurenallen,xcook@example.com,Jacqueline Harvey,F,28
239,KTR,2024-05-12,2025-04-16,339,Sunday,76451,EUR,46556,499996,5866,0.09311274490195921,0.12599879714752127,0.011732093856750853,25-50,A,laurenallen,xcook@example.com,Jacqueline Harvey,F,28
240,BYU,2025-05-22,2027-04-18,696,Thursday,502809,EUR,45527,500000,355623,0.091054,7.811254859753553,0.711246,40-65,A,laurenallen,xcook@example.com,Jacqueline Harvey,F,28
